OBJECTID,agency_id,route_id,bus_direct,agency_sto,bus_headsi,stop_name_,bus_total_,bus_peak_p,stop_descr,project_st,project_de,system_typ,bus_headwa,min_headwa
891,SF,1,0,SF-1-0,Presidio Avenue,16302,19,AM Peak,NA,Existing/Built,NA,Bus,13,5
892,SF,1,0,SF-1-0,Presidio Avenue,16302,33,PM Peak,NA,Existing/Built,NA,Bus,7,4
893,SF,1,0,SF-1-0,Presidio Avenue,16303,19,AM Peak,NA,Existing/Built,NA,Bus,13,5
894,SF,1,0,SF-1-0,Presidio Avenue,16303,33,PM Peak,NA,Existing/Built,NA,Bus,7,4
895,SF,1,0,SF-1-0,Presidio Avenue,16305,19,AM Peak,NA,Existing/Built,NA,Bus,13,5
896,SF,1,0,SF-1-0,Presidio Avenue,16305,33,PM Peak,NA,Existing/Built,NA,Bus,7,4
897,SF,1,0,SF-1-0,Presidio Avenue,16307,19,AM Peak,NA,Existing/Built,NA,Bus,13,5
898,SF,1,0,SF-1-0,Presidio Avenue,16307,33,PM Peak,NA,Existing/Built,NA,Bus,7,4
899,SF,1,0,SF-1-0,Presidio Avenue,16309,19,AM Peak,NA,Existing/Built,NA,Bus,13,5
900,SF,1,0,SF-1-0,Presidio Avenue,16309,33,PM Peak,NA,Existing/Built,NA,Bus,7,4
901,SF,1,0,SF-1-0,Presidio Avenue,16311,19,AM Peak,NA,Existing/Built,NA,Bus,13,5
902,SF,1,0,SF-1-0,Presidio Avenue,16311,33,PM Peak,NA,Existing/Built,NA,Bus,7,4
903,SF,1,0,SF-1-0,Presidio Avenue,16312,19,AM Peak,NA,Existing/Built,NA,Bus,13,5
904,SF,1,0,SF-1-0,Presidio Avenue,16312,33,PM Peak,NA,Existing/Built,NA,Bus,7,4
905,SF,1,0,SF-1-0,Presidio Avenue,16314,19,AM Peak,NA,Existing/Built,NA,Bus,13,5
906,SF,1,0,SF-1-0,Presidio Avenue,16314,33,PM Peak,NA,Existing/Built,NA,Bus,7,4
907,SF,1,0,SF-1-0,Presidio Avenue,16316,19,AM Peak,NA,Existing/Built,NA,Bus,13,5
908,SF,1,0,SF-1-0,Presidio Avenue,16316,33,PM Peak,NA,Existing/Built,NA,Bus,7,4
909,SF,1,0,SF-1-0,Presidio Avenue,16317,19,AM Peak,NA,Existing/Built,NA,Bus,13,5
910,SF,1,0,SF-1-0,Presidio Avenue,16317,33,PM Peak,NA,Existing/Built,NA,Bus,7,4
911,SF,1,0,SF-1-0,Presidio Avenue,16319,19,AM Peak,NA,Existing/Built,NA,Bus,13,5
912,SF,1,0,SF-1-0,Presidio Avenue,16319,33,PM Peak,NA,Existing/Built,NA,Bus,7,4
913,SF,1,0,SF-1-0,Presidio Avenue,16486,19,AM Peak,NA,Existing/Built,NA,Bus,13,5
914,SF,1,0,SF-1-0,Presidio Avenue,16486,33,PM Peak,NA,Existing/Built,NA,Bus,7,4
915,SF,1,1,SF-1-1,Drumm + Clay,13548,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
916,SF,1,1,SF-1-1,Drumm + Clay,13548,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
917,SF,1,1,SF-1-1,Drumm + Clay,13555,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
918,SF,1,1,SF-1-1,Drumm + Clay,13555,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
919,SF,1,1,SF-1-1,Drumm + Clay,13823,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
920,SF,1,1,SF-1-1,Drumm + Clay,13823,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
921,SF,1,1,SF-1-1,Drumm + Clay,13827,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
922,SF,1,1,SF-1-1,Drumm + Clay,13827,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
923,SF,1,1,SF-1-1,Drumm + Clay,13830,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
924,SF,1,1,SF-1-1,Drumm + Clay,13830,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
925,SF,1,1,SF-1-1,Drumm + Clay,13832,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
926,SF,1,1,SF-1-1,Drumm + Clay,13832,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
927,SF,1,1,SF-1-1,Drumm + Clay,13834,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
928,SF,1,1,SF-1-1,Drumm + Clay,13834,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
929,SF,1,1,SF-1-1,Drumm + Clay,13838,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
930,SF,1,1,SF-1-1,Drumm + Clay,13838,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
931,SF,1,1,SF-1-1,Drumm + Clay,13840,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
932,SF,1,1,SF-1-1,Drumm + Clay,13840,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
933,SF,1,1,SF-1-1,Drumm + Clay,13842,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
934,SF,1,1,SF-1-1,Drumm + Clay,13842,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
935,SF,1,1,SF-1-1,Drumm + Clay,13846,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
936,SF,1,1,SF-1-1,Drumm + Clay,13846,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
937,SF,1,1,SF-1-1,Drumm + Clay,13848,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
938,SF,1,1,SF-1-1,Drumm + Clay,13848,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
939,SF,1,1,SF-1-1,Drumm + Clay,13848,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
940,SF,1,1,SF-1-1,Drumm + Clay,13848,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
941,SF,1,1,SF-1-1,Drumm + Clay,13853,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
942,SF,1,1,SF-1-1,Drumm + Clay,13853,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
943,SF,1,1,SF-1-1,Drumm + Clay,13859,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
944,SF,1,1,SF-1-1,Drumm + Clay,13859,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
945,SF,1,1,SF-1-1,Drumm + Clay,13859,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
946,SF,1,1,SF-1-1,Drumm + Clay,13859,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
947,SF,1,1,SF-1-1,Drumm + Clay,13876,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
948,SF,1,1,SF-1-1,Drumm + Clay,13876,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
949,SF,1,1,SF-1-1,Drumm + Clay,13885,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
950,SF,1,1,SF-1-1,Drumm + Clay,13885,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
951,SF,1,1,SF-1-1,Drumm + Clay,13885,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
952,SF,1,1,SF-1-1,Drumm + Clay,13885,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
953,SF,1,1,SF-1-1,Drumm + Clay,13887,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
954,SF,1,1,SF-1-1,Drumm + Clay,13887,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
955,SF,1,1,SF-1-1,Drumm + Clay,13893,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
956,SF,1,1,SF-1-1,Drumm + Clay,13893,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
957,SF,1,1,SF-1-1,Drumm + Clay,13893,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
958,SF,1,1,SF-1-1,Drumm + Clay,13893,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
959,SF,1,1,SF-1-1,Drumm + Clay,13897,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
960,SF,1,1,SF-1-1,Drumm + Clay,13897,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
961,SF,1,1,SF-1-1,Drumm + Clay,14015,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
962,SF,1,1,SF-1-1,Drumm + Clay,14015,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
963,SF,1,1,SF-1-1,Drumm + Clay,14015,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
964,SF,1,1,SF-1-1,Drumm + Clay,14015,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
965,SF,1,1,SF-1-1,Drumm + Clay,14016,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
966,SF,1,1,SF-1-1,Drumm + Clay,14016,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
967,SF,1,1,SF-1-1,Drumm + Clay,14016,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
968,SF,1,1,SF-1-1,Drumm + Clay,14016,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
969,SF,1,1,SF-1-1,Drumm + Clay,14017,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
970,SF,1,1,SF-1-1,Drumm + Clay,14017,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
971,SF,1,1,SF-1-1,Drumm + Clay,14017,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
972,SF,1,1,SF-1-1,Drumm + Clay,14017,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
973,SF,1,1,SF-1-1,Drumm + Clay,14018,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
974,SF,1,1,SF-1-1,Drumm + Clay,14018,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
975,SF,1,1,SF-1-1,Drumm + Clay,14018,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
976,SF,1,1,SF-1-1,Drumm + Clay,14018,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
977,SF,1,1,SF-1-1,Drumm + Clay,14019,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
978,SF,1,1,SF-1-1,Drumm + Clay,14019,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
979,SF,1,1,SF-1-1,Drumm + Clay,14019,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
980,SF,1,1,SF-1-1,Drumm + Clay,14019,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
981,SF,1,1,SF-1-1,Drumm + Clay,14020,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
982,SF,1,1,SF-1-1,Drumm + Clay,14020,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
983,SF,1,1,SF-1-1,Drumm + Clay,14020,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
984,SF,1,1,SF-1-1,Drumm + Clay,14020,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
985,SF,1,1,SF-1-1,Drumm + Clay,14021,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
986,SF,1,1,SF-1-1,Drumm + Clay,14021,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
987,SF,1,1,SF-1-1,Drumm + Clay,14021,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
988,SF,1,1,SF-1-1,Drumm + Clay,14021,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
989,SF,1,1,SF-1-1,Drumm + Clay,14022,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
990,SF,1,1,SF-1-1,Drumm + Clay,14022,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
991,SF,1,1,SF-1-1,Drumm + Clay,14022,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
992,SF,1,1,SF-1-1,Drumm + Clay,14022,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
993,SF,1,1,SF-1-1,Drumm + Clay,14023,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
994,SF,1,1,SF-1-1,Drumm + Clay,14023,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
995,SF,1,1,SF-1-1,Drumm + Clay,14023,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
996,SF,1,1,SF-1-1,Drumm + Clay,14023,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
997,SF,1,1,SF-1-1,Drumm + Clay,14024,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
998,SF,1,1,SF-1-1,Drumm + Clay,14024,32,AM Peak,NA,Existing/Built,NA,Bus,8,5
999,SF,1,1,SF-1-1,Drumm + Clay,14024,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
1000,SF,1,1,SF-1-1,Drumm + Clay,14024,36,PM Peak,NA,Existing/Built,NA,Bus,7,4
1001,SF,29,0,SF-29-0,Paul + Third Street,13502,21,AM Peak,NA,Existing/Built,NA,Bus,12,5
1002,SF,29,0,SF-29-0,Paul + Third Street,13502,26,PM Peak,NA,Existing/Built,NA,Bus,9,4
1003,SF,N,NA,SF:5199,NA,Judah St & 19Th Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1004,SF,29,0,SF-29-0,Paul + Third Street,13689,21,AM Peak,NA,Existing/Built,NA,Bus,12,5
1005,SF,29,0,SF-29-0,Paul + Third Street,13689,21,AM Peak,NA,Existing/Built,NA,Bus,12,5
1006,SF,29,0,SF-29-0,Paul + Third Street,13689,26,PM Peak,NA,Existing/Built,NA,Bus,9,4
1007,SF,N,NA,SF:5200,NA,Judah St & 19Th Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1008,SF,29,0,SF-29-0,Paul + Third Street,14207,21,AM Peak,NA,Existing/Built,NA,Bus,12,5
1009,SF,29,0,SF-29-0,Paul + Third Street,14207,21,AM Peak,NA,Existing/Built,NA,Bus,12,5
1010,SF,N,NA,SF:5201,NA,Judah St & 22Nd Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1011,SF,29,0,SF-29-0,Paul + Third Street,14207,26,PM Peak,NA,Existing/Built,NA,Bus,9,4
1012,SF,N,NA,SF:5202,NA,Judah St & 23Rd Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1013,SF,29,0,SF-29-0,Paul + Third Street,15034,21,AM Peak,NA,Existing/Built,NA,Bus,12,5
1014,SF,N,NA,SF:5203,NA,Judah St & 25Th Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1015,SF,N,NA,SF:5204,NA,Judah St & 25Th Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1016,SF,29,0,SF-29-0,Paul + Third Street,15034,21,AM Peak,NA,Existing/Built,NA,Bus,12,5
1017,SF,N,NA,SF:5205,NA,Judah St & 28Th Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1018,SF,N,NA,SF:5206,NA,Judah St & 28Th Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1019,SF,N,NA,SF:5207,NA,Judah St & 31St Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1020,SF,29,0,SF-29-0,Paul + Third Street,15034,26,PM Peak,NA,Existing/Built,NA,Bus,9,4
1021,SF,N,NA,SF:5208,NA,Judah St & 31St Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1022,SF,N,NA,SF:5209,NA,Judah St & 34Th Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1023,SF,29,0,SF-29-0,Paul + Third Street,15037,21,AM Peak,NA,Existing/Built,NA,Bus,12,5
1024,SF,N,NA,SF:5210,NA,Judah St & 34Th Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1025,SF,29,0,SF-29-0,Paul + Third Street,15037,21,AM Peak,NA,Existing/Built,NA,Bus,12,5
1026,SF,N,NA,SF:5211,NA,Judah St & 40Th Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1027,SF,29,0,SF-29-0,Paul + Third Street,15037,26,PM Peak,NA,Existing/Built,NA,Bus,9,4
1028,SF,N,NA,SF:5212,NA,Judah St & 40Th Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1029,SF,29,0,SF-29-0,Paul + Third Street,15309,21,AM Peak,NA,Existing/Built,NA,Bus,12,5
1030,SF,N,NA,SF:5213,NA,Judah St & 43Rd Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1031,SF,29,0,SF-29-0,Paul + Third Street,15309,26,PM Peak,NA,Existing/Built,NA,Bus,9,4
1032,SF,N,NA,SF:5214,NA,Judah St & 43Rd Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1033,SF,29,0,SF-29-0,Paul + Third Street,15310,21,AM Peak,NA,Existing/Built,NA,Bus,12,5
1034,SF,N,NA,SF:5215,NA,Judah St & 46Th Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1035,SF,29,0,SF-29-0,Paul + Third Street,15310,26,PM Peak,NA,Existing/Built,NA,Bus,9,4
1036,SF,N,NA,SF:5216,NA,Judah St & 46Th Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1037,SF,29,0,SF-29-0,Paul + Third Street,15338,21,AM Peak,NA,Existing/Built,NA,Bus,12,5
1038,SF,N,NA,SF:5219,NA,Judah St & Funston Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1039,SF,N,NA,SF:5220,NA,Judah St & Funston Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1040,SF,N,NA,SF:5223,NA,Judah/La Playa/Ocean Beach,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1041,SF,N,NA,SF:5224,NA,Judah St & Sunset Blvd,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1042,SF,N,NA,SF:5225,NA,Judah St & Sunset Blvd,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1043,SF,N,NA,SF:5234,NA,King St & 2Nd St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1044,SF,N,NA,SF:5237,NA,King St & 2Nd St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1045,SF,N,NA,SF:5239,NA,King St & 4Th St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1046,SF,N,NA,SF:5240,NA,King St & 4Th St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1047,SF,N,NA,SF:5417,NA,Metro Powell Station/Downtown,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1048,SF,N,NA,SF:5419,NA,Metro Van Ness Station,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1049,SF,N,NA,SF:5727,NA,Metro Civic Center Station/Downtn,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1050,SF,N,NA,SF:5731,NA,Metro Montgomery Station/Downtown,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1051,SF,N,NA,SF:6992,NA,Metro Embarcadero Station,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1052,SF,N,NA,SF:6994,NA,Metro Montgomery Station/Outbound,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1053,SF,N,NA,SF:6995,NA,Metro Powell Station/Outbound,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1054,SF,N,NA,SF:6996,NA,Van Ness Station Outbound,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1055,SF,N,NA,SF:6997,NA,Metro Civic Center Station/Outbd,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1056,SF,N,NA,SF:7145,NA,The Embarcadero & Brannan St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1057,SF,N,NA,SF:7217,NA,Metro Embarcadero Station,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1058,SF,N,NA,SF:7219,NA,Judah/La Playa/Ocean Beach,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1059,SF,N,NA,SF:7252,NA,Duboce St/Noe St/Duboce Park,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1060,SF,N,NA,SF:7318,NA,Sunset Tunnel East Portal,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1061,SF,NX,NA,SF:3815,NA,Bush St & Montgomery St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1062,SF,NX,NA,SF:5200,NA,Judah St & 19Th Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1063,SF,NX,NA,SF:5202,NA,Judah St & 23Rd Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1064,SF,NX,NA,SF:5203,NA,Judah St & 25Th Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1065,SF,NX,NA,SF:5204,NA,Judah St & 25Th Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1066,SF,NX,NA,SF:5205,NA,Judah St & 28Th Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1067,SF,NX,NA,SF:5206,NA,Judah St & 28Th Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1068,SF,NX,NA,SF:5207,NA,Judah St & 31St Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1069,SF,NX,NA,SF:5209,NA,Judah St & 34Th Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1070,SF,NX,NA,SF:5210,NA,Judah St & 34Th Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1071,SF,NX,NA,SF:5211,NA,Judah St & 40Th Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1072,SF,NX,NA,SF:5213,NA,Judah St & 43Rd Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1073,SF,NX,NA,SF:5214,NA,Judah St & 43Rd Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1074,SF,NX,NA,SF:5215,NA,Judah St & 46Th Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1075,SF,NX,NA,SF:5216,NA,Judah St & 46Th Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1076,SF,NX,NA,SF:5218,NA,Judah St & 48Th Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1077,SF,NX,NA,SF:5224,NA,Judah St & Sunset Blvd,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1078,SF,NX,NA,SF:5225,NA,Judah St & Sunset Blvd,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1079,SF,NX,NA,SF:6606,NA,Sutter St & Sansome St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1080,SF,NX,NA,SF:7092,NA,Judah St & 31St Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1081,SF,NX,NA,SF:7120,NA,Judah St & 40Th Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1082,SF,NX,NA,SF:7122,NA,Judah St & 22Nd Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1083,SF,NX,NA,SF:7629,NA,19 Ave & Juda St,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1084,SF,NX,NA,SF:7631,NA,Judah St & 48Th Ave,NA,NA,Existing Transit Stop,Existing, ,Light Rail,,
1085,SF,SFMTA-Bus Rapid Transit,NA,B-204,NA,San Jose/Balboa Park Bart,NA,NA,"San Jose and Geneva, San Francisco, CA",Planned,SFMTA Geneva-Harney BRT,Bus Rapid Transit,,
1086,SF,SFMTA-Bus Rapid Transit,NA,B-206,NA,Mission,NA,NA,"Mission and Geneva, San Francisco, CA",Planned,SFMTA Geneva-Harney BRT,Bus Rapid Transit,,
1087,SF,SFMTA-Bus Rapid Transit,NA,B-210,NA,Santos,NA,NA,"Santos and Geneva, San Francisco, CA",Planned,SFMTA Geneva-Harney BRT,Bus Rapid Transit,,
1088,SF,SFMTA-Bus Rapid Transit,NA,B-215,NA,Candlestick Point-1,NA,NA, ,Planned,SFMTA Geneva-Harney BRT,Bus Rapid Transit,,
1089,SF,SFMTA-Bus Rapid Transit,NA,SF: 21524,NA,Bayshore/Sunnydale,NA,NA, ,Planned,SFMTA Geneva-Harney BRT,Bus Rapid Transit,,
1090,SF,SFMTA-Bus Rapid Transit,NA,SF: 21525,NA,Blanken,NA,NA, ,Planned,SFMTA Geneva-Harney BRT,Bus Rapid Transit,,
1091,SF,SFMTA-Ferry,NA,SF: 21506,NA,16Th St Mission Bay Ferry,NA,NA, ,Planned, ,Ferry,,
1092,SF,SFMTA-Ferry,NA,SF: 21507,NA,Treasure Island Ferry,NA,NA, ,Planned, ,Ferry,,
1093,SF,SFMTA-Light Rail,NA,SF: 21511,NA,4Th St & Brannan,NA,NA,4th St & Brannan,Under Construction, ,Light Rail,,
1094,SF,SFMTA-Light Rail,NA,SF: 21512,NA,4Th St & Folsom,NA,NA,4th St & Folsom,Under Construction, ,Light Rail,,
1095,SF,SFMTA-Light Rail,NA,SF: 21513,NA,Stockton St & O'Farrell,NA,NA,Stockton St & O'Farrell,Under Construction, ,Light Rail,,
1096,SF,SFMTA-Light Rail,NA,SF: 21514,NA,Stockton St & Washington,NA,NA,Stockton St & Washington,Under Construction, ,Light Rail,,
1097,SF,SFMTA-Light Rail,NA,SF: 21515,NA,Leavenworth St & Jefferson St,NA,NA,Leavenworth St & Jefferson St,Planned, ,Light Rail,,
1098,SF,SFMTA-Light Rail,NA,SF: 21516,NA,Beach St & Jones St,NA,NA,Beach St & Jones St,Planned, ,Light Rail,,
1099,SF,SFMTA-Light Rail,NA,SF: 21517,NA,Beach St & Hyde St,NA,NA,Beach St & Hyde St,Planned, ,Light Rail,,
1100,SF,SFMTA-Light Rail,NA,SF: 21518,NA,Aquatic Park,NA,NA,Aquatic Park,Planned, ,Light Rail,,
1101,SF,SFMTA-Light Rail,NA,SF: 21519,NA,Fort Mason,NA,NA,Fort Mason,Planned, ,Light Rail,,
1102,SF, ,NA,SF:3849,NA,California St & Battery St,NA,NA, ,Existing, ,Cable Car,,
1103,SF, ,NA,SF:3855,NA,California St & Davis St,NA,NA, ,Existing, ,Cable Car,,
1104,SF, ,NA,SF:3857,NA,California St & Davis St,NA,NA, ,Existing, ,Cable Car,,
1105,SF, ,NA,SF:3860,NA,California St & Drumm St,NA,NA, ,Existing, ,Cable Car,,
1106,SF, ,NA,SF:3863,NA,California St & Front St,NA,NA, ,Existing, ,Cable Car,,
1107,SF, ,NA,SF:3864,NA,California St & Front St,NA,NA, ,Existing, ,Cable Car,,
1108,SF, ,NA,SF:3865,NA,California St & Grant Ave,NA,NA, ,Existing, ,Cable Car,,
1109,SF, ,NA,SF:3866,NA,California St & Grant Ave,NA,NA, ,Existing, ,Cable Car,,
1110,SF, ,NA,SF:3867,NA,California St & Hyde St,NA,NA, ,Existing, ,Cable Car,,
1111,SF, ,NA,SF:3868,NA,California St & Hyde St,NA,NA, ,Existing, ,Cable Car,,
1112,SF, ,NA,SF:3869,NA,California St & Jones St,NA,NA, ,Existing, ,Cable Car,,
1113,SF, ,NA,SF:3870,NA,California St & Jones St,NA,NA, ,Existing, ,Cable Car,,
1114,SF, ,NA,SF:3871,NA,California St & Kearny St,NA,NA, ,Existing, ,Cable Car,,
1115,SF, ,NA,SF:3872,NA,California St & Kearny St,NA,NA, ,Existing, ,Cable Car,,
1116,SF, ,NA,SF:3873,NA,California St & Larkin St,NA,NA, ,Existing, ,Cable Car,,
1117,SF, ,NA,SF:3874,NA,California St & Larkin St,NA,NA, ,Existing, ,Cable Car,,
1118,SF, ,NA,SF:3877,NA,California St & Leavenworth St,NA,NA, ,Existing, ,Cable Car,,
1119,SF, ,NA,SF:3878,NA,California St & Leavenworth St,NA,NA, ,Existing, ,Cable Car,,
1120,SF, ,NA,SF:3880,NA,California St & Mason St,NA,NA, ,Existing, ,Cable Car,,
1121,SF, ,NA,SF:3881,NA,California St & Mason St,NA,NA, ,Existing, ,Cable Car,,
1122,SF, ,NA,SF:3882,NA,California St & Montgomery St,NA,NA, ,Existing, ,Cable Car,,
